OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
5947,2025/11/27,19595.,A,OR,SLE,MCNARY FLD,SALEM,US,PU,PU,13/31,44.91687236,-123.0072535,44.90305872,-122.99607008,5811,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/10/19,120,189,280,759,161440.7734375,5134.70355498677
5948,2025/11/27,19595.,A,OR,SLE,MCNARY FLD,SALEM,US,PU,PU,16/34,44.91611158,-123.00330277,44.9019993,-123.00357094,5146,100,ASPH,GOOD,GRVD,15,F,D,X,T,MED,3RD PARTY SURVEY,2016/10/19,39.5,52,,,95313.0234375,4522.67542816063
5950,2025/11/27,19596.1,A,OR,03S,SANDY RIVER,SANDY,US,PR,PU,08/26,45.40218155,-122.23273088,45.40102758,-122.22465961,2115,100,TURF,GOOD,NONE,,,,,,NSTD,,,,,,,39863.6796875,1920.80598900318
5951,2025/11/27,19598.,A,OR,SPB,SCAPPOOSE,SCAPPOOSE,US,PU,PU,15/33,45.77789119,-122.86379252,45.76417894,-122.85985952,5100,100,ASPH,FAIR,NONE,,,,,,MED,NGS,2006/04/09,30,50,90,,97364.859375,4550.7079901054
5952,2025/11/27,19602.,A,OR,56S,SEASIDE MUNI,SEASIDE,US,PU,PU,16/34,46.01802694,-123.90766583,46.01196472,-123.90764916,2211,50,ASPH,GOOD,NONE,,,,,,MED,ADO,2007/04/05,12,,,,21287.6640625,1987.29382390986
5954,2025/11/27,19607.3,A,OR,6K5,SISTERS EAGLE AIR,SISTERS,US,PR,PU,02/20,44.30080555,-121.54358333,44.30813888,-121.53461111,3560,60,ASPH,EXCELLENT,NONE,,,,,,,OWNER,2014/08/14,4,,,,38740.578125,3083.46772334908
5956,2025/11/27,19607.36,A,OR,5S6,CAPE BLANCO STATE,SIXES,US,PU,PU,14/32,42.86457547,-124.52119555,42.85149586,-124.51442277,5100,75,ASPH,EXCELLENT,NONE,,,,,,MED,ADO,2025/06/10,115,185,340,,66181.859375,4311.389312933
5958,2025/11/27,19609.8,A,OR,S21,SUNRIVER,SUNRIVER,US,PR,PU,18/36,43.883513,-121.45021397,43.86911172,-121.45588836,5460,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2020/09/29,30,,,,73221.03125,4687.27147899582
5959,2025/11/27,19614.,A,OR,DLS,COLUMBIA GORGE RGNL/THE DALLES MUNI,THE DALLES,US,PU,PU,07/25,45.62080388,-121.17801805,45.62124666,-121.15986944,4647,100,ASPH,GOOD,NONE,,,,,,MED,,,30,30,,,88237.2265625,4130.34351609109
5960,2025/11/27,19614.,A,OR,DLS,COLUMBIA GORGE RGNL/THE DALLES MUNI,THE DALLES,US,PU,PU,13/31,45.62353,-121.17343416,45.61213444,-121.16190027,5097,100,ASPH,GOOD,NONE,32,F,C,X,T,MED,,,30,30,,,96776.4765625,4531.37152351837
5961,2025/11/27,19616.,A,OR,TMK,TILLAMOOK,TILLAMOOK,US,PU,PU,01/19,45.41514772,-123.81634038,45.42200919,-123.81055866,2911,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/05/11,40,46,67,,41139.78125,2593.6163777332
5962,2025/11/27,19616.,A,OR,TMK,TILLAMOOK,TILLAMOOK,US,PU,PU,13/31,45.4242955,-123.81892366,45.41179872,-123.81093083,5001,75,ASPH,GOOD,NONE,,,,,,MED,FAA,2015/02/19,60,75,125,,70670.0390625,4409.94206148236
5963,2025/11/27,19620.3,A,OR,5S4,TOLEDO STATE,TOLEDO,US,PU,PU,13/31,44.60318938,-123.94105716,44.59885008,-123.938181,1750,40,ASPH,FAIR,NONE,,,,,,,,,,,,,12832.3828125,1534.57513192853
5964,2025/11/27,19631.,A,OR,05S,VERNONIA MUNI,VERNONIA,US,PU,PU,09/27,45.85385969,-123.24806916,45.85035277,-123.23766944,2940,45,TURF,GOOD,NONE,,,,,,,,,,,,,25352.3828125,2611.88989647211
5965,2025/11/27,19635.,A,OR,35S,WASCO STATE,WASCO,US,PU,PU,07/25,45.58924166,-120.68071944,45.58916666,-120.66725,3450,60,ASPH,FAIR,NONE,,,,,,MED,,,12.5,,,,39247.890625,3051.26676690047
7574,2025/11/27,26098.1,A,WA,74S,ANACORTES,ANACORTES,US,PU,PU,18/36,48.5024003,-122.66033555,48.49462838,-122.66460011,3018,60,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2020/12/29,12.5,,,,38283.0703125,2833.64007596249
7575,2025/11/27,26098.6,A,WA,D69,ROGERSBURG,ANATONE,US,PU,PU,09/27,46.07488055,-116.96756388,46.07338611,-116.96218055,1471,50,TURF,GOOD,NONE,,,,,,,,,,,,,14194.8515625,1334.92265214976
7576,2025/11/27,26099.,A,WA,AWO,ARLINGTON MUNI,ARLINGTON,US,PU,PU,11/29,48.16167722,-122.16878886,48.15588188,-122.157372,3498,75,ASPH,EXCELLENT,NONE,,,,,,,3RD PARTY SURVEY,2006/05/02,32,34,59,,54731.875,3262.63172956051
7577,2025/11/27,26099.,A,WA,AWO,ARLINGTON MUNI,ARLINGTON,US,PU,PU,16/34,48.16934525,-122.15652688,48.15473177,-122.15618258,5332,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2006/05/02,114,150,270,,111250.109375,4969.48779256488
7578,2025/11/27,26103.11,A,WA,S50,AUBURN MUNI,AUBURN,US,PU,PU,17/35,47.33289088,-122.22671191,47.32235883,-122.22659827,3842,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2022/05/10,12.5,,,,58233.875,3526.89024069899
7579,2025/11/27,26104.,A,WA,4W0,BANDERA STATE,BANDERA,US,PU,PU,08/26,47.39603777,-121.54110138,47.3947,-121.5318425,2344,100,TURF,FAIR,NONE,,,,,,,STATE,2003/03/03,,,,,47507.640625,2197.97457208907
7581,2025/11/27,26104.1,A,WA,W52,GOHEEN,BATTLE GROUND,US,PR,PU,15/33,45.83089194,-122.57869722,45.82410555,-122.57605083,2565,50,TURF,GOOD,NONE,,,,,,LOW,,,,,,,24534.09375,2290.59778162603
7583,2025/11/27,26109.,A,WA,BLI,BELLINGHAM INTL,BELLINGHAM,US,PU,PU,16/34,48.80187302,-122.53755669,48.78350941,-122.53748011,6700,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/10/17,75,160,250,,214944.2578125,6344.61164949709
7584,2025/11/27,26110.11,C,WA,0W7,FLOATHAVEN,BELLINGHAM,US,PR,PU,12W/30W,48.74387936,-122.35655922,48.72734852,-122.323494,10000,4000,WATER,,NONE,,,,,,,OWNER,2010/07/09,,,,,8537929.0625,12934.6447847623
7588,2025/11/27,26120.,A,WA,PWT,BREMERTON NTL,BREMERTON,US,PU,PU,02/20,47.48332719,-122.77138047,47.49715747,-122.75824616,6000,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/07/29,66,150,336,,183006.234375,5549.64351489735
7589,2025/11/27,26123.1,A,WA,S97,ANDERSON FLD,BREWSTER,US,PU,PU,07/25,48.10446833,-119.72808766,48.10498841,-119.71174352,4000,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/12/12,15,,,,49941.0625,3697.80762901261
7590,2025/11/27,26125.1,A,WA,BVS,SKAGIT RGNL,BURLINGTON/MOUNT VERNON,US,PU,PU,04/22,48.46303116,-122.42655908,48.4675753,-122.41625505,3000,60,ASPH,POOR,NONE,,,,,,LOW,3RD PARTY SURVEY,2018/12/01,12.5,,,,38000.984375,2810.31092668703
7591,2025/11/27,26125.1,A,WA,BVS,SKAGIT RGNL,BURLINGTON/MOUNT VERNON,US,PU,PU,11/29,48.47784622,-122.43092966,48.46892402,-122.41275955,5480,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2018/12/01,60,75,125,,115726.8203125,5126.10512100991
7592,2025/11/27,26130.,A,WA,1W1,GROVE FLD,CAMAS,US,PU,PU,07/25,45.62787194,-122.40960694,45.62778694,-122.39901583,2710,40,ASPH,GOOD,NONE,,,,,,MED,STATE,2003/06/02,,,,,20588.6328125,2393.07254501615
7594,2025/11/27,26135.,A,WA,8S2,CASHMERE-DRYDEN,CASHMERE,US,PU,PU,07/25,47.51473727,-120.48829772,47.51475188,-120.48101341,1800,50,ASPH,FAIR,NONE,,,,,,MED,OWNER,2012/03/15,8,,,,18320.1015625,1666.96354773922
7598,2025/11/27,26144.,A,WA,CLS,CHEHALIS-CENTRALIA,CHEHALIS,US,PU,PU,16/34,46.68387875,-122.98313063,46.67017994,-122.98236297,5000,140,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2009/06/18,30,30,85,,138090.1796875,4572.64226791183
7599,2025/11/27,26147.,A,WA,S10,LAKE CHELAN,CHELAN,US,PU,PU,02/20,47.86255447,-119.9476485,47.86946166,-119.93772055,3506,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2017/12/14,12,,,,43386.671875,3238.86167445765
7601,2025/11/27,26150.,A,WA,1S9,CHEWELAH MUNI,CHEWELAH,US,PU,PU,17/35,48.31873583,-117.74219638,48.30918055,-117.74465555,3537,48,ASPH,EXCELLENT,NONE,,,,,,MED,,,,,,,35633.6953125,3289.26815683968
7602,2025/11/27,26159.,A,WA,S93,CLE ELUM MUNI,CLE ELUM,US,PU,PU,07/25,47.19411241,-120.88881544,47.19437305,-120.87925533,2379,60,ASPH,GOOD,NONE,,,,,,MED,STATE,2016/03/10,,,,,28702.1171875,2184.06215291042
7603,2025/11/27,26159.1,A,WA,2W1,DE VERE FLD,CLE ELUM,US,PR,PU,08/26,47.17800361,-120.85674555,47.17715861,-120.84857583,2055,30,ASPH,POOR,NONE,,,,,,,STATE,2002/08/13,,,,,12390.4140625,1866.7733226541
7604,2025/11/27,26162.,A,WA,S94,PORT OF WHITMAN BUSINESS AIR CENTER,COLFAX,US,PU,PU,08/26,46.85874638,-117.42049361,46.85866777,-117.40766861,3209,60,ASPH,EXCELLENT,NONE,,,,,,MED,STATE,2002/05/06,17,,,,38236.1875,2909.0220354823
7605,2025/11/27,26162.1,A,WA,00W,LOWER GRANITE STATE,COLFAX,US,PU,PU,14/32,46.67680355,-117.44497655,46.66867433,-117.43834013,3400,50,GRAVEL,FAIR,NONE,,,,,,,,,,,,,33540.484375,3067.69012184715
7606,2025/11/27,26163.,A,WA,S95,MARTIN FLD,COLLEGE PLACE,US,PR,PU,05/23,46.04474555,-118.42400555,46.0491325,-118.41034916,3819,60,ASPH,POOR,NONE,,,,,,NSTD,,,12,,,,44179.96875,3403.05592994664
7607,2025/11/27,26165.,A,WA,63S,COLVILLE MUNI,COLVILLE,US,PU,PU,01/19,48.54122908,-117.88685758,48.54709372,-117.88012202,2691,40,ASPH,FAIR,NONE,,,,,,MED,,,11,,,,22795.125,2514.3957249214
7608,2025/11/27,26167.,A,WA,3W5,MEARS FLD,CONCRETE,US,PU,PU,07/25,48.52987972,-121.76361888,48.52979694,-121.75285111,2609,60,ASPH,FAIR,NONE,,,,,,,FAA-EST,2006/06/03,12,,,,33139.671875,2452.77751296504
7610,2025/11/27,26170.,A,WA,S16,COPALIS STATE,COPALIS,US,PU,PU,14/32,47.1495,-124.19146666,47.14021944,-124.18703611,3560,150,SAND,FAIR,NONE,,,,,,,,,,,,,107191.328125,3328.26681038985
7611,2025/11/27,26180.,A,WA,1S2,DARRINGTON MUNI,DARRINGTON,US,PU,PU,10/28,48.25981638,-121.61498888,48.25740861,-121.60541861,2491,40,ASPH,GOOD,NONE,,,,,,MED,,,,,,,20871.5859375,2314.4279710699
7612,2025/11/27,26181.,A,WA,68S,DAVENPORT,DAVENPORT,US,PU,PU,06/24,47.65078138,-118.18010888,47.65333886,-118.16743677,3260,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2021/10/12,,,,,40017.7890625,2999.55487269631
7616,2025/11/27,26184.,A,WA,DEW,DEER PARK,DEER PARK,US,PU,PU,05/23,47.96208322,-117.4293975,47.96630133,-117.41794661,3200,60,ASPH,GOOD,NONE,17,F,C,W,T,,3RD PARTY SURVEY,2021/02/26,12.5,,,,39754.109375,2964.38509622602
7617,2025/11/27,26184.,A,WA,DEW,DEER PARK,DEER PARK,US,PU,PU,16/34,47.97691725,-117.43120633,47.96019458,-117.43112305,6101,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/02/26,30,50,,,94754.9609375,5628.91519536048
7619,2025/11/27,26189.,A,WA,ESW,EASTON STATE,EASTON,US,PU,PU,09/27,47.25590777,-121.19020472,47.25246,-121.18085861,2640,100,TURF,GOOD,NONE,,,,,,LOW,,,,,,,53206.609375,2458.1441024119
7620,2025/11/27,26190.,A,WA,ORS,ORCAS ISLAND,EASTSOUND,US,PU,PU,16/34,48.71231216,-122.91057463,48.70436233,-122.91061616,2901,60,ASPH,GOOD,AFSC,,,,,,MED,3RD PARTY SURVEY,2017/11/10,12.5,,,,37096.2265625,2737.50596993125
7622,2025/11/27,26191.1,A,WA,2W3,SWANSON FLD,EATONVILLE,US,PU,PU,16/34,46.87574472,-122.25672213,46.86757272,-122.25771044,2990,36,ASPH,GOOD,NONE,,,,,,MED,,,,,,,21393.46875,2702.49570401644
7623,2025/11/27,26193.1,A,WA,3W7,GRAND COULEE DAM,ELECTRIC CITY,US,PU,PU,04/22,47.91844613,-119.08969869,47.92564691,-119.07632288,4203,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/09/07,26,,,,65151.7734375,3888.09532675701
7624,2025/11/27,26195.,A,WA,ELN,BOWERS FLD,ELLENSBURG,US,PU,PU,11/29,47.038863,-120.53516772,47.03082797,-120.52255052,4300,150,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/05/04,35,57,100,,128933.2265625,3978.66051831307
7625,2025/11/27,26204.,A,WA,EPH,EPHRATA MUNI,EPHRATA,US,PU,PU,03/21,47.30586388,-119.52190277,47.31694166,-119.50686388,5500,75,ASPH,GOOD,NONE,,,,,,MED,OWNER,2008/12/05,30,60,,,83313.71875,5011.3839226662
7626,2025/11/27,26204.,A,WA,EPH,EPHRATA MUNI,EPHRATA,US,PU,PU,04/22,47.30668055,-119.52461944,47.31368333,-119.51516944,3467,150,ASPH,FAIR,NONE,,,,,,,ADO,2007/11/05,12,,,,105040.0234375,3251.53960602057
7627,2025/11/27,26204.,A,WA,EPH,EPHRATA MUNI,EPHRATA,US,PU,PU,11/29,47.30462216,-119.52397133,47.29817875,-119.51172,3843,60,ASPH,GOOD,NONE,,,,,,MED,,,12,,,,46549.671875,3505.74347723734
7628,2025/11/27,26210.,A,WA,PAE,SEATTLE PAINE FLD INTL,EVERETT,US,PU,PU,16L/34R,47.90642472,-122.27169266,47.89819161,-122.2716013,3004,75,ASPH,GOOD,NONE,4,F,B,Y,T,MED,3RD PARTY SURVEY,2020/10/21,12.5,,,,46532.703125,2802.36706235552
7629,2025/11/27,26210.,A,WA,PAE,SEATTLE PAINE FLD INTL,EVERETT,US,PU,PU,16R/34L,47.92133577,-122.28585088,47.89664,-122.28530322,9010,150,ASPH-CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2020/10/21,114,189,320,770,279251.484375,8339.60192004214
7632,2025/11/27,26219.4,A,WA,FHR,FRIDAY HARBOR,FRIDAY HARBOR,US,PU,PU,16/34,48.52662208,-123.02473136,48.51731,-123.02400886,3402,75,ASPH,GOOD,GRVD,,,,,,MED,NGS,2003/08/29,12.5,,,,53988.4453125,3203.22654991245
7636,2025/11/27,26222.1,A,WA,S20,GOLDENDALE,GOLDENDALE,US,PU,PU,07/25,45.83198416,-120.85212055,45.83216333,-120.83842888,3491,40,ASPH,GOOD,NONE,,,,,,MED,,,4,,,,26715.4375,3083.88717204741
7639,2025/11/27,26230.,A,WA,21W,RANGER CREEK,GREENWATER,US,PU,PU,15/33,47.01694047,-121.53521463,47.00934813,-121.53210594,2875,30,ASPH,FAIR,NONE,,,,,,,,,,,,,17232.421875,2600.71474419538
7641,2025/11/27,26236.,A,WA,HQM,BOWERMAN FLD,HOQUIAM,US,PU,PU,06/24,46.96998666,-123.94642025,46.97240563,-123.92670725,5000,150,ASPH,GOOD,NONE,,,,,,HIGH,NGS,2001/05/29,30,40,80,,149576.859375,4593.45394700366
7642,2025/11/27,26240.,A,WA,7W1,PORT OF ILWACO,ILWACO,US,PU,PU,10/28,46.31632777,-124.00741083,46.31349722,-124.00026555,2080,50,ASPH,GOOD,NONE,,,,,,,,,5,,,,20245.75,1878.05627935168
7643,2025/11/27,26240.5,A,WA,S23,IONE MUNI,IONE,US,PU,PU,15/33,48.71330833,-117.41479166,48.70356944,-117.41146944,3643,45,ASPH,GOOD,NONE,,,,,,MED,STATE,2015/04/01,,,,,34941.2109375,3409.50037122498
7644,2025/11/27,26243.5,A,WA,W09,LOWER MONUMENTAL STATE,KAHLOTUS,US,PU,PU,01/19,46.54576944,-118.53988611,46.553675,-118.53350555,3300,50,GRAVEL,FAIR,NONE,,,,,,,,,,,,,32399.4609375,2971.38117583818
7645,2025/11/27,26246.,A,WA,KLS,SOUTHWEST WASHINGTON RGNL,KELSO,US,PU,PU,12/30,46.1226463,-122.90389538,46.11337547,-122.892848,4391,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/08/26,38,46,74,,84875.6953125,3950.03601140046
7646,2025/11/27,26248.,C,WA,S60,KENMORE AIR HARBOR,KENMORE,US,PR,PU,01W/19W,47.72988888,-122.27619444,47.75481944,-122.25916666,10000,250,WATER,,NONE,,,,,,,3RD PARTY SURVEY,2024/04/04,,,,,513944.375,9309.29403438827
7647,2025/11/27,26248.,C,WA,S60,KENMORE AIR HARBOR,KENMORE,US,PR,PU,03W/21W,47.73738611,-122.28284444,47.75081944,-122.26403888,6740,150,WATER,,NONE,,,,,,,3RD PARTY SURVEY,2024/02/29,,,,,207570.34375,6244.21693319922
7648,2025/11/27,26248.,C,WA,S60,KENMORE AIR HARBOR,KENMORE,US,PR,PU,04W/22W,47.75006388,-122.26923888,47.75481944,-122.25929444,3000,250,WATER,,NONE,,,,,,,3RD PARTY SURVEY,2024/04/04,,,,,153992.9296875,2943.65955921018
7649,2025/11/27,26252.1,A,WA,S36,NORMAN GRIER FLD,COVINGTON,US,PR,PU,15/33,47.3415475,-122.10457472,47.33264583,-122.10249805,3288,40,ASPH,GOOD,NONE,,,,,,LOW,STATE,2002/04/24,12,,,,26587.0234375,2996.70104774941
7651,2025/11/27,26266.2,A,WA,W10,WHIDBEY AIR PARK,LANGLEY,US,PR,PU,16/34,48.02099083,-122.43823472,48.01425416,-122.43722055,2470,25,ASPH,GOOD,NONE,,,,,,,,,,,,,12812.90625,2276.33192573174
7652,2025/11/27,26267.4,A,WA,69S,AVEY FLD,LAURIER,US,PR,PU,17/35,49.00107611,-118.2222525,48.99568305,-118.22294472,1975,40,GRAVEL,GOOD,NONE,,,,,,,,,,,,,17032.5703125,1873.69294428916
7653,2025/11/27,26269.1,A,WA,27W,LAKE WENATCHEE STATE,LEAVENWORTH,US,PU,PU,09/27,47.82054166,-120.72464083,47.81828555,-120.7151475,2473,100,TURF,FAIR,NONE,,,,,,,STATE,2005/07/26,,,,,50930.6171875,2332.92420571813
7654,2025/11/27,26273.,A,WA,0S0,LIND,LIND,US,PU,PU,05/23,46.97490138,-118.59297305,46.97878222,-118.58148888,3197,50,ASPH,GOOD,NONE,,,,,,HIGH,,,,,,,31888.78125,2897.94992815089
7655,2025/11/27,26274.7,A,WA,S31,LOPEZ ISLAND,LOPEZ,US,PU,PU,16/34,48.48789372,-122.93770083,48.47993202,-122.93766025,2905,61,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2016/01/21,12.5,,,,37437.2109375,2730.27758399069
7656,2025/11/27,26275.,A,WA,38W,LYNDEN MUNI/JANSEN FLD,LYNDEN,US,PU,PU,08/26,48.95601638,-122.46316166,48.95577555,-122.453075,2425,40,ASPH,GOOD,NONE,,,,,,NSTD,STATE,2002/08/15,12,,,,20882.6328125,2284.33891676704
7657,2025/11/27,26282.,A,WA,8W3,MANSFIELD,MANSFIELD,US,PU,PU,03/21,47.807235,-119.64108361,47.81153638,-119.632775,2575,46,ASPH,POOR,NONE,,,,,,LOW,,,,,,,24381.671875,2377.37578014965
